embedding,text
"[-0.37909162044525146, -0.5583645105361938, 0.08069194108247757, 0.517038881778717, 0.036946844309568405, -0.21096892654895782, 0.12999621033668518, 0.10107570886611938, 0.1444736272096634, -0.14154371619224548, 0.15244051814079285, -0.022404080256819725, 0.21695978939533234, -0.5695130228996277, 0.42676982283592224, 0.02745015174150467, -0.14941225945949554, -0.07259462773799896, 0.008054451085627079, -0.4463686943054199, -0.18853943049907684, -0.19647543132305145, 0.00418495899066329, -0.5607666373252869, 0.6102578043937683, -0.15402071177959442, -0.43006432056427, 0.07905219495296478, 0.3880666196346283, 0.22067688405513763, -0.5179948806762695, 0.13093052804470062, -0.15160906314849854, 0.6116321682929993, -0.2929634749889374, 0.07210955023765564, 0.2056599110364914, 0.12655146420001984, -0.312330961227417, -0.003065293887630105, -0.2620011866092682, -0.11114484816789627, 0.37464508414268494, 0.4875452518463135, -0.5835849642753601, 0.34176698327064514, -1.096250295639038, 0.4487539231777191, 0.1502705067396164, -0.031038139015436172, -0.3191516101360321, 0.4052119255065918, -0.6197941899299622, 0.022574407979846, -0.12627959251403809, 0.7159770727157593, -0.23150017857551575, 0.5311155319213867, -0.14075550436973572, -0.22320300340652466, 0.2956620752811432, 0.1796187311410904, -0.47182697057724, 0.4856063425540924, 0.016828659921884537, -0.2568213641643524, 0.07086357474327087, -0.03921417146921158, -0.46286672353744507, 0.21496474742889404, -0.48555806279182434, -0.12920159101486206, 0.5153984427452087, -0.3833335041999817, -0.1341945081949234, -0.13553212583065033, 0.26260852813720703, 0.18965966999530792, 0.028485553339123726, -0.5451942682266235, 0.06277956813573837, 0.09104420244693756, -0.45980775356292725, 0.3149344325065613, 0.2283431738615036, -0.2876875698566437, 0.12053275853395462, -0.14175808429718018, 0.3504335284233093, 0.2068571001291275, 0.046598151326179504, 0.4356292486190796, -0.11470259726047516, -0.4700080156326294, 0.10287703573703766, -0.26439592242240906, -0.061436280608177185, 0.22320759296417236, -0.03698016703128815, 0.25665605068206787, 0.3685324490070343, 0.2541230022907257, 0.1810266375541687, -0.28995481133461, -0.1963590830564499, 0.5261314511299133, -0.16636234521865845, -0.3811485767364502, -0.15978893637657166, -0.47047340869903564, -0.05293148383498192, -0.45492246747016907, 0.06620040535926819, -0.10179061442613602, -0.38016849756240845, 0.614506721496582, 0.2234797328710556, -0.30046746134757996, -0.31658199429512024, -0.029097333550453186, 0.10483144223690033, -0.3088700473308563, -0.334279865026474, 0.27093416452407837, 0.4136072099208832, 0.8837826251983643, -0.13930709660053253, 0.2773074209690094, 0.14810699224472046, 0.2422281801700592, -0.15715622901916504, 0.2615063488483429, -0.060363687574863434, 0.25363755226135254, 0.5805133581161499, -0.48193907737731934, 0.4870799481868744, -0.11579357832670212, -0.2051127403974533, 0.6049036383628845, -0.3243938982486725, -0.3166036903858185, 0.33725249767303467, -0.5510683059692383, -0.0010202090488746762, -0.06191790848970413, 0.5501265525817871, -0.26124346256256104, -0.4532257616519928, 0.14359664916992188, -0.3754189610481262, 0.2762940227985382, -0.3186238408088684, 0.10755852609872818, 0.17586123943328857, 0.539331316947937, -0.3020431697368622, 0.1808621883392334, -0.05158238112926483, -0.26128774881362915, -0.675023078918457, 0.511089026927948, -0.23828966915607452, -0.267898827791214, -0.13266856968402863, 0.0724305659532547, 0.18062545359134674, 0.7704693675041199, -0.46563562750816345, -0.08861818164587021, 0.5178980827331543, 0.16216783225536346, -0.3800830841064453, -0.3908108174800873, -0.8377822041511536, -0.2627682387828827, -0.02259596437215805, -0.12544044852256775, -0.6230208873748779, -0.3834494352340698, -0.2701292634010315, -0.3411673605442047, -0.2172888070344925, 0.35841596126556396, 0.2859194576740265, 0.029410600662231445, 0.07835414260625839, 0.27564263343811035, 0.2052617371082306, -0.05551838129758835, -0.0781690776348114, -0.364971399307251, 0.20515397191047668, -0.11064806580543518, -0.0778178945183754, 0.2589459717273712, -0.28978288173675537, 0.7014912366867065, -0.5742653012275696, 0.7054183483123779, -0.10253649204969406, 0.5275236964225769, -0.3268340826034546, 0.02725374698638916, -0.38098475337028503, 0.34239378571510315, -0.19900761544704437, -0.23455755412578583, -0.06913647800683975, -0.04474306479096413, 0.16553834080696106, 0.19701990485191345, 0.32429298758506775, 0.1442461460828781, -0.14051996171474457, -0.17207114398479462, -0.1336458921432495, -0.20067472755908966, 0.294970840215683, 0.19705627858638763, 0.19241484999656677, 0.033490121364593506, 0.1196335032582283, 0.18358947336673737, -0.3947848677635193, -0.3302709460258484, -0.128732830286026, 0.3350703716278076, -0.07913428544998169, -0.3529036045074463, 0.5447562336921692, -0.061059243977069855, -0.3655126392841339, 0.45858708024024963, 0.04862288013100624, -0.12736326456069946, -0.14309656620025635, -0.004112402908504009, -0.4274385869503021, -0.4132264256477356, 0.22809766232967377, -0.21993353962898254, 0.4187774658203125, -0.03777405247092247, 0.07521641999483109, 0.49065637588500977, 0.5792949795722961, 0.0376952700316906, 0.2823166847229004, 0.2901926636695862, -0.35825279355049133, 0.015624784864485264, -0.18774601817131042, -0.8503708243370056, -0.4866405129432678, 0.07740212231874466, -0.08834988623857498, 0.5383649468421936, -0.3895277678966522, -0.3672407865524292, -0.17211396992206573, 0.0483611561357975, -0.40070369839668274, 0.4248524308204651, 0.0467490553855896, -0.09848805516958237, -0.25177574157714844, -0.19093774259090424, 0.31667131185531616, 0.2889834940433502, -0.154225692152977, 0.3283471465110779, 0.17266111075878143, 0.055793147534132004, -0.006200248841196299, 0.15211181342601776, 0.38915714621543884, 0.06942345947027206, 0.4618781507015228, -0.4691999852657318, -0.267703115940094, -0.3584173023700714, 0.16311736404895782, -0.19132807850837708, 0.25590869784355164, -0.11322356760501862, 0.4515344500541687, 0.6554746627807617, 0.6371181607246399, 0.19892828166484833, 0.09187920391559601, -0.4475664794445038, 0.09200738370418549, 0.19273978471755981, -0.044892702251672745, 0.5407635569572449, 0.5096531510353088, 0.39196622371673584, -0.17494553327560425, 0.20684365928173065, 0.2866072654724121, 0.29360267519950867, -0.4036451578140259, 0.14299719035625458, 0.28834444284439087, -0.12601438164710999, 0.3027382791042328, 0.20568524301052094, 0.007121362257748842, 0.27787721157073975, 0.32072529196739197, -0.2972826063632965, 0.13897353410720825, 0.004750352818518877, 0.4851818084716797, 0.3640243709087372, 0.45618489384651184, -0.20922768115997314, -0.45772767066955566, -0.03314307704567909, -0.1081029400229454, -0.3145316541194916, 0.39463216066360474, 0.18317192792892456, 0.4189464747905731, 0.336051881313324, -0.27360525727272034, -0.013790016993880272, 0.028834694996476173, -0.2994203567504883, -0.31452757120132446, 0.3118899166584015, -0.018204698339104652, -0.7286372184753418, 0.06669051200151443, 0.1915046125650406, -0.4599836766719818, -0.33390507102012634, -0.10900696367025375, -0.6421704292297363, -0.022767718881368637, 0.1003803163766861, 0.06476613134145737, 0.4823889434337616, 0.0982588455080986, 0.0003118881140835583, 0.2635155916213989, -0.6416397094726562, -0.19144850969314575, -0.18339736759662628, 0.11149478703737259, -0.30855584144592285, 0.05000007525086403, 0.3395580053329468, -0.6907573938369751, -0.015996314585208893, -0.2595825791358948, -0.35320916771888733, 0.19407621026039124, 0.5609858632087708, -0.2867952287197113, -0.5586168169975281, 0.024606317281723022, 0.4803813695907593, 0.310949444770813, -0.8764550089836121, -0.15555961430072784, -0.42207056283950806, 0.12110619246959686, 0.6160534024238586, 0.5550767183303833, 0.0357993021607399, 0.2558170258998871, -0.3545306622982025, 0.3106635808944702, -0.28851979970932007, 0.24865055084228516, -0.2185913622379303, 0.3275829553604126, -0.3762180507183075, -0.05949065089225769, 0.4739401340484619, 0.034799810498952866, -0.4190806448459625, 0.006803862284868956, -0.14120720326900482, -0.09024640172719955, -0.016911936923861504, 0.5067563056945801, -0.020453860983252525, -0.5291761159896851, -0.1691437065601349, -0.2318641096353531, 0.12975162267684937, 0.22299234569072723, -0.3812541961669922, 0.37157508730888367, 0.663787841796875, -0.2525293827056885, 0.39259427785873413, 0.009580716490745544, 0.030895983800292015, -0.38706761598587036, -0.10328394919633865, -0.2891665995121002, -0.14916273951530457, -0.25064876675605774, -0.17362628877162933, 0.4406247138977051, 0.3158652186393738, 0.5120537877082825, 0.23703856766223907, -0.05632331222295761, 0.2844765782356262, 0.10384447872638702, -0.5276793837547302, -0.2309158444404602, -0.41300126910209656, -0.15822824835777283, 0.1816198080778122, 0.3569716811180115, 0.19908097386360168, -0.4875471591949463, 0.20165583491325378, -0.01113512646406889, 0.12618257105350494, -0.0898391604423523, 0.20696723461151123, 0.5161875486373901, 0.0810202807188034, 0.037984006106853485, -0.16017021238803864, -0.3642527461051941, 0.28070104122161865, 0.10835543274879456, 0.29909735918045044, 0.014062990434467793, -0.5044081807136536, 0.04467001557350159, -0.19428443908691406, 0.8036010265350342, -0.7270339131355286, -0.024660848081111908, 0.3243083655834198, 0.39768680930137634, 0.7704259157180786, 0.47768789529800415, -0.36060526967048645, -0.11572127044200897, 0.306631475687027, 0.35262101888656616, 0.14300169050693512, 0.03788265213370323, -0.028504997491836548, -0.3056929111480713, -0.26767683029174805, -0.03545965626835823, -0.4595518708229065, 0.11395914852619171, 0.2797802984714508, 0.16887079179286957, 0.019565660506486893, -0.3379315137863159, -0.08560512214899063, -0.12425121665000916, -0.268311083316803, 0.04061059281229973, 0.07066639512777328, -0.13570354878902435, -0.0001305748737649992, 0.030927808955311775, -0.6686291098594666, -0.010649632662534714, 0.4316548705101013, 0.34629786014556885, 0.04235564172267914, 0.027406951412558556, 0.3963977098464966, -0.2934364974498749, 0.11957000941038132, -0.7895008325576782, -0.07509514689445496, -0.173063725233078, -0.8504347205162048, -0.365165114402771, -0.03800681233406067, -0.17203444242477417, 0.36062759160995483, 0.23467175662517548, 0.17412012815475464, -0.5393651723861694, -0.2287609577178955, -0.0975194200873375, -0.15806299448013306, -0.4490612745285034, 0.2385924756526947, 0.24669361114501953, -0.41454407572746277, 0.16519629955291748, 0.4598308801651001, 0.3224412202835083, 0.09815622866153717, 0.18513737618923187, -0.20651187002658844, 0.1668548732995987, 0.12920454144477844, -0.23240330815315247, -0.3500886559486389, -0.8550195693969727, 0.4435790479183197, 0.22651204466819763, 0.09110315889120102]","The topics discussed is here about : Zania, Inc., Zania Employee Handbook
# Zania, Inc.  
## Zania Employee Handbook  
September 07, 2023  
-----"
"[-0.09532953053712845, -0.24704092741012573, -0.004259196575731039, 0.2800840139389038, -0.07892736047506332, -0.07573013752698898, 0.19152064621448517, 0.04882059246301651, 0.03649523854255676, -0.07405576854944229, 0.055791620165109634, -0.063047856092453, 0.02480185590684414, -0.4042726457118988, 0.4581482410430908, -0.07773711532354355, -0.05943655967712402, -0.12762829661369324, -0.02113032341003418, -0.4384053945541382, -0.24852041900157928, -0.2150537669658661, -0.03836115449666977, -0.30812954902648926, 0.37136805057525635, -0.24799756705760956, -0.2840796113014221, 0.08673317730426788, 0.13415035605430603, 0.22695136070251465, -0.39568784832954407, 0.027169115841388702, 0.00999576784670353, 0.42220503091812134, -0.2992578148841858, 0.02825683355331421, 0.041878242045640945, 0.05637074261903763, -0.13989847898483276, -0.010527013801038265, -0.07786502689123154, -9.269580186810344e-05, 0.25010356307029724, 0.3832801878452301, -0.531576931476593, 0.10087771713733673, -0.6977927088737488, 0.300458699464798, -0.07012175023555756, -0.12237855792045593, -0.2666070759296417, 0.2802061140537262, -0.38920286297798157, 0.28848180174827576, -0.10628945380449295, 0.2440614253282547, -0.11082088947296143, 0.24574601650238037, -0.16346387565135956, -0.07833551615476608, 0.3233937919139862, 0.3121583163738251, -0.2543374300003052, 0.378895103931427, 0.07779138535261154, -0.23257403075695038, 0.04466953128576279, -0.10628055781126022, -0.3899693489074707, 0.24419881403446198, -0.3127925992012024, -0.17710989713668823, 0.4242335557937622, -0.31423965096473694, 0.0610467791557312, 0.02734365686774254, 0.1754763126373291, 0.3120226263999939, 0.030913595110177994, -0.27555832266807556, 0.0943543091416359, 0.12884432077407837, -0.2078690379858017, 0.3094474673271179, 0.01177456695586443, -0.22159737348556519, 0.1850178986787796, 0.1529971957206726, 0.20732489228248596, 0.0738462433218956, 0.05901368334889412, 0.3172677159309387, -0.07731280475854874, -0.3643021285533905, 0.06434277445077896, -0.18040789663791656, 0.07256259769201279, 0.23022067546844482, -0.09946931898593903, 0.238894522190094, 0.3243768811225891, 0.31533798575401306, 0.2725423276424408, -0.07967167347669601, -0.0893031433224678, 0.4363693296909332, -0.11098091304302216, -0.12268081307411194, -0.04456544294953346, -0.3295271694660187, -0.19739337265491486, -0.39434221386909485, 0.040396224707365036, -0.14536510407924652, -0.39748409390449524, 0.3119931221008301, 0.2683603763580322, -0.27545660734176636, -0.08659660816192627, -0.08927050977945328, -0.0750884935259819, -0.28530505299568176, -0.08421249687671661, 0.3078899383544922, 0.23472219705581665, 0.5314650535583496, -0.043310437351465225, 0.3627970218658447, 0.07773198187351227, 0.3041934669017792, -0.22317136824131012, 0.20201927423477173, 0.09710478782653809, 0.12243667989969254, 0.31591010093688965, -0.1895482987165451, 0.3013523519039154, -0.02770436555147171, -0.2369203269481659, 0.4391907751560211, -0.17683163285255432, -0.07398270815610886, 0.16045862436294556, -0.30889105796813965, -0.05764077603816986, -0.04465237632393837, 0.17043554782867432, -0.061148546636104584, -0.3237365186214447, 0.1432434618473053, -0.09688777476549149, 0.10063675045967102, -0.2984088361263275, 0.1573670655488968, 0.12048105150461197, 0.22144930064678192, -0.16192010045051575, 0.11673624813556671, 0.13595525920391083, -0.17559440433979034, -0.4865551292896271, 0.23616422712802887, -0.22455227375030518, -0.21795159578323364, -0.09749355912208557, -0.029850704595446587, 0.15931877493858337, 0.5032709836959839, -0.34222790598869324, -0.11933881044387817, 0.35765284299850464, 0.042264584451913834, -0.42593520879745483, -0.27309003472328186, -0.45957666635513306, -0.1745968759059906, -0.14759206771850586, -0.16416572034358978, -0.34811872243881226, -0.13375551998615265, -0.194985032081604, -0.17624375224113464, -0.17246787250041962, 0.25394299626350403, 0.1284027099609375, 0.038794852793216705, 0.08605701476335526, 0.055826783180236816, 0.08063096553087234, -0.10859173536300659, 0.04545832797884941, -0.3070961534976959, 0.2134099304676056, -0.02497488632798195, -0.0414368100464344, 0.11685103923082352, -0.11381059885025024, 0.5260331034660339, -0.3727611005306244, 0.29570695757865906, 0.03395414352416992, 0.3973999321460724, -0.18845456838607788, 0.02527100034058094, -0.2200309932231903, 0.3021963834762573, -0.13359951972961426, -0.14482784271240234, 0.02996610291302204, -0.1041760966181755, 0.03197755664587021, 0.25111129879951477, 0.2054089903831482, 0.1101878359913826, -0.030867233872413635, -0.08354420959949493, -0.03448527306318283, -0.14084184169769287, 0.021765610203146935, -0.01784008927643299, 0.11319447308778763, 0.11255452781915665, 0.03906645625829697, 0.057590678334236145, -0.1600206196308136, -0.21061700582504272, 0.15788282454013824, 0.08565448969602585, -0.13053494691848755, -0.1931932419538498, 0.47562313079833984, -0.015871712937951088, -0.21186113357543945, 0.2610783278942108, 0.03753381967544556, 0.07183492928743362, -0.053443364799022675, -0.06762612611055374, -0.31554627418518066, -0.22663265466690063, 0.07090287655591965, -0.025107767432928085, 0.32725539803504944, 0.01711331121623516, 0.1455172598361969, 0.32643118500709534, 0.2490507811307907, -0.03557810187339783, 0.32044175267219543, 0.41835179924964905, -0.1980099380016327, -0.10420958697795868, -0.17912481725215912, -0.6099743843078613, -0.3046664297580719, -0.055090952664613724, -0.09456310421228409, 0.2809705436229706, -0.2598024606704712, -0.23900482058525085, -0.06637002527713776, 0.125189870595932, -0.30705416202545166, 0.3051621913909912, 0.09582114219665527, -0.025446228682994843, -0.17821143567562103, 0.005325078498572111, 0.1283978372812271, 0.24243605136871338, 0.1712130308151245, 0.07467426359653473, 0.14067073166370392, -0.0036839107051491737, -0.251566082239151, -0.09782404452562332, 0.3145258128643036, 0.0925239846110344, 0.3441390097141266, -0.3354251980781555, -0.059982288628816605, -0.07562452554702759, 0.14673200249671936, -0.1836508810520172, 0.25263845920562744, -0.009294156916439533, 0.3995853066444397, 0.4111844301223755, 0.3387244641780853, 0.10684483498334885, 0.09781064093112946, -0.33666789531707764, -0.04418443515896797, -0.013697445392608643, 0.010600801557302475, 0.2858961522579193, 0.3090443015098572, 0.040783513337373734, -0.06439556181430817, 0.0653330609202385, 0.1427077203989029, 0.39082711935043335, -0.1683935821056366, -0.07320854812860489, 0.34829065203666687, -0.16460484266281128, 0.09842834621667862, -0.019167982041835785, -0.14301328361034393, 0.0002913555654231459, 0.09646166115999222, -0.09318137913942337, -0.05194874107837677, -0.07101599127054214, 0.32177749276161194, 0.20179013907909393, 0.2474057525396347, -0.14850206673145294, -0.3376770317554474, -0.04819219559431076, -0.11353979259729385, -0.3591066300868988, 0.2276497483253479, 0.09677618741989136, 0.22865135967731476, 0.19113221764564514, -0.1359018236398697, -0.048310715705156326, -0.16735275089740753, -0.18588384985923767, -0.2270333617925644, 0.15339425206184387, -0.13742221891880035, -0.40826088190078735, -0.04777349531650543, 0.08403755724430084, -0.26867738366127014, -0.12894050776958466, -0.21663866937160492, -0.43568548560142517, -0.03596118465065956, 0.07932442426681519, 0.01905011758208275, 0.2981336712837219, 0.052396781742572784, 0.0035825695376843214, 0.3045560121536255, -0.37767156958580017, -0.24205896258354187, -0.1864728480577469, 0.09161538630723953, -0.17120353877544403, -0.07197726517915726, 0.19068755209445953, -0.23680245876312256, 0.0293490719050169, -0.04803965613245964, -0.1195116862654686, 0.04208947345614433, 0.45741644501686096, -0.3056391179561615, -0.4192543923854828, 0.07938923686742783, 0.35521113872528076, 0.05135795474052429, -0.6145350933074951, -0.16598471999168396, -0.3005097806453705, 0.004928397014737129, 0.3402921259403229, 0.4620070457458496, -0.04577217251062393, 0.0913584902882576, -0.06606026738882065, 0.13151966035366058, -0.2803345322608948, 0.06109248846769333, -0.03628311678767204, 0.16666510701179504, -0.09685120731592178, -0.02856520563364029, 0.3010752499103546, 0.16066768765449524, -0.3659685254096985, 0.20289598405361176, -0.17546384036540985, -0.007958950474858284, 0.06021561473608017, 0.2421032339334488, 0.022538483142852783, -0.15150251984596252, -0.035771630704402924, -0.20897872745990753, -0.0003064899647142738, 0.11065025627613068, -0.10598514974117279, 0.29505491256713867, 0.4660387337207794, -0.22505664825439453, 0.08358561247587204, 0.15685051679611206, -0.08550097793340683, -0.283443808555603, 0.05477817729115486, 0.023752957582473755, -0.10088617354631424, -0.16417433321475983, -0.0073957284912467, 0.3068646192550659, 0.21017542481422424, 0.41148966550827026, 0.19727396965026855, -0.05993872880935669, 0.23416820168495178, -0.027233490720391273, -0.11371748149394989, -0.16649878025054932, -0.1957622766494751, -0.07412634044885635, 0.20777253806591034, 0.37982648611068726, 0.10002850741147995, -0.22832141816616058, -0.0024335086345672607, 0.047021593898534775, 0.010411200113594532, 0.017502600327134132, 0.13004964590072632, 0.3229759931564331, 0.03819147124886513, -0.20232057571411133, 0.0495881512761116, -0.1605163812637329, 0.10053852200508118, 0.04434739053249359, 0.1445828229188919, 0.2351146638393402, -0.2518417537212372, 0.015076372772455215, -0.03186723589897156, 0.6477088332176208, -0.6559078097343445, -0.04409121721982956, 0.15501461923122406, 0.30686265230178833, 0.5522007942199707, 0.20570215582847595, -0.2153572291135788, -0.20711515843868256, 0.10571000725030899, 0.19683215022087097, 0.2654530704021454, -0.04508964717388153, -0.13383392989635468, -0.19048051536083221, -0.062460146844387054, -0.10997059941291809, -0.3288256824016571, 0.08109138906002045, 0.09433571994304657, 0.16011694073677063, -0.10848252475261688, -0.48113352060317993, 0.10166274756193161, 0.050588201731443405, -0.22835855185985565, 0.06745930761098862, 0.13380014896392822, -0.06929966062307358, 0.02970556914806366, -0.18792599439620972, -0.4577726423740387, 0.14976727962493896, 0.24474452435970306, 0.42528876662254333, -0.045336347073316574, 0.022005604580044746, 0.1084110364317894, -0.30198273062705994, 0.19706885516643524, -0.517086923122406, -0.1305466592311859, -0.24020074307918549, -0.22034338116645813, -0.224977046251297, 0.09886159002780914, -0.08122942596673965, 0.31771156191825867, 0.35740816593170166, 0.11937969923019409, -0.3697599470615387, -0.20625191926956177, -0.12338629364967346, -0.07935214787721634, -0.13732238113880157, 0.12091327458620071, 0.1795080602169037, -0.27274060249328613, 0.22912198305130005, 0.38070422410964966, 0.24560482800006866, -0.09864772111177444, 0.23526696860790253, 0.02591574750840664, 0.21541714668273926, 0.04928525537252426, -0.031090358272194862, -0.2482752650976181, -0.43621811270713806, 0.23640595376491547, 0.01719990186393261, 0.14317624270915985]","The topics discussed is here about : Zania, Inc., Zania Employee Handbook, TABLE OF CONTENTS
### TABLE OF CONTENTS  
**CORE POLICIES** 4  
1.0 WELCOME 4  
1.1 A Welcome Policy 4  
1.2 At-Will Employment 4  
2.0 INTRODUCTORY LANGUAGE AND POLICIES 5  
2.1 About the Company 5  
2.2 Company Facilities 5  
2.3 Ethics Code 5  
2.4 Mission Statement 5  
2.5 Our Organization 5  
2.6 Revisions to Handbook 5  
3.0 HIRING AND ORIENTATION POLICIES 5  
3.1 Accommodations for Pregnant Employees 5  
3.2 Conflicts of Interest 6  
3.3 Employment Authorization Verification 6  
3.4 Employment of Relatives and Friends 6  
3.5 Job Descriptions 7  
3.6 New Hires and Introductory Periods 7  
3.7 Training Program 7  
4.0 WAGE AND HOUR POLICIES 7  
4.1 Attendance 7  
4.2 Business Expenses 7  
4.3 Direct Deposit 8  
4.4 Employment Classifications 8  
4.5 Introduction to Wage and Hour Policies 8  
4.6 Job Abandonment 9  
4.7 Paycheck Deductions 9  
4.8 Recording Time 9  
4.9 Travel Expenses 10  
4.10 Use of Employer Credit Cards 11  
5.0 PERFORMANCE, DISCIPLINE, LAYOFF, AND TERMINATION 11  
5.1 Criminal Activity/Arrests 11  
5.2 Disciplinary Process 11  
5.3 Exit Interview 12  
5.4 Open Door/Conflict Resolution Process 12  
5.5 Outside Employment 12  
5.6 Pay Raises 12  
5.7 Performance Improvement 12  
5.8 Post-Employment References 13  
5.9 Promotions 13  
5.10 Resignation Policy 13  
5.11 Standards of Conduct 13  
5.12 Transfers 14  
5.13 Workforce Reductions (Layoffs) 14  
6.0 GENERAL POLICIES 14  
6.1 Computer Security and Copying of Software 14  
6.2 Employer Sponsored Social Events 15  
6.3 Employer-Provided Cell Phones/Mobile Devices 15  
6.4 Nonsolicitation/Nondistribution Policy 15  
6.5 Off-Duty Use of Employer Property or Premises 16  
6.6 Personal Appearance 16  
6.7 Personal Cell Phone/Mobile Device Use 16  
6.8 Personal Data Changes 17  
6.9 Security 17  
6.10 Social Media 17  
6.11 Third Party Disclosures 19  
6.12 Use of Company Technology 19  
6.13 Workplace Privacy and Right to Inspect 20  
7.0 BENEFITS 20  
7.1 Bereavement Leave 20  
7.2 Holidays 21  
7.3 Military Leave (USERRA) 21  
7.4 Paid Time Off (PTO) 21  
7.5 Personal Leave of Absence 23  
7.6 Sick Pay 24  
-----  
7.7 Vacation 24  
7.8 Workers' Compensation Insurance 26  
8.0 SAFETY AND LOSS PREVENTION 26  
8.1 Drug and Alcohol Policy 26  
8.2 General Safety 27  
8.3 Workplace Violence 27  
9.0 TRADE SECRETS AND INVENTIONS 28  
9.1 Confidentiality and Nondisclosure of Trade Secrets 28  
9.2 Inventions 28  
**CALIFORNIA POLICIES** 29  
HIRING AND ORIENTATION POLICIES 29  
Accommodations for Victims of Crime or Abuse 29  
Disability Accommodation 30  
EEO Statement and Nonharassment Policy 31  
Religious Accommodation 34  
WAGE AND HOUR POLICIES 34  
Accommodations for Nursing Mothers 34  
Meal and Rest Periods 35  
One Day Rest in Seven 36  
Overtime 36  
Pay Period 36  
Reporting Time Pay 37  
Travel Time Pay 37  
Wage Disclosure Protection 37  
Workday/Workweek 38  
GENERAL POLICIES 38  
Access to Personnel and Medical Records Files 38  
Whistleblower Protections 38  
BENEFITS 39  
Crime Victim Leave 39  
Disability Insurance 39  
Jury Duty Leave 39  
Paid Family Leave Insurance 40  
Paid Sick Leave (Accrual Method) 40  
Paid Sick Leave (Frontloading Method) 41  
School Disciplinary Leave 42  
Voting Leave 43  
Witness Leave 43  
SAFETY AND LOSS PREVENTION 43  
Heat Illness Prevention 43  
Workplace Smoking 44  
TRADE SECRETS AND INVENTIONS 44  
Inventions 44  
**CLOSING STATEMENT** 45  
**ACKNOWLEDGMENT OF RECEIPT AND REVIEW** 46  
-----"
